gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Osteoprogenitors	Chondrocytes	Muscle progenitors	Limb bud mesoderm	Myotome	Dermomyotome	Cardiomyocytes	Endothelial cells	Lateral plate mesoderm	Stromal cells	Hind limb lateral plate mesoderm	Intermediate mesoderm	Cartilage precursors	Myocytes	Limb bud mesenchyme	Apical ectodermal ridge	Branchial arch mesenchyme	Vascular smooth muscle	Mesoderm	Mesenchymal progenitors	Osteoblasts
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC087556B01	0.091	0.442	0.21	0.266	0.204	0.278	0.455	0.149	0.645	0.487	1.294	0.547	0.285	0.065	0.089	0.611	0.017	0.277	0.131	0.628	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC08E75294D	0.009	0.0	0.011	0.003	0.003	0.003	0.002	0.358	0.0	0.006	0.01	0.0	0.002	0.083	0.006	0.0	0.0	0.036	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	0.1	0.229	0.331	0.318	0.174	0.392	0.478	1.164	0.453	0.684	1.021	0.299	0.25	0.564	0.13	0.87	0.048	0.366	0.158	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.015	0.0	0.016	0.009	0.016	0.019	0.009	0.005	0.021	0.005	0.012	0.021	0.009	0.0	0.014	0.0	0.0	0.05	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0A3F146C2	0.001	0.0	0.0	0.002	0.0	0.004	0.003	0.002	0.012	0.0	0.005	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.003	0.0	0.0	0.003	0.004	0.002	0.005	0.002	0.006	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.038	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0A199B69E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.028	0.0	0.046	0.141	0.022	0.01	0.042	0.018	0.021	0.079	0.141	0.05	0.007	0.0	0.081	0.0	0.0	0.041	0.128	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.013	0.008	0.008	0.01	0.008	0.001	0.006	0.004	0.01	0.013	0.072	0.0	0.018	0.021	0.01	0.0	0.02	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC05565E8CE	0.037	0.378	0.131	0.211	0.153	0.257	0.409	0.07	0.547	0.403	1.324	0.324	0.162	0.161	0.064	0.401	0.047	0.112	0.455	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.009	0.0	0.005	0.002	0.0	0.004	0.003	0.003	0.01	0.01	0.011	0.0	0.007	0.0	0.018	0.019	0.017	0.03	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.007	0.009	0.029	0.006	0.005	0.005	0.004	0.002	0.011	0.016	0.021	0.0	0.012	0.0	0.005	0.0	0.0	0.0	0.133	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC09DFB2ACA	0.003	0.0	0.085	0.001	0.001	0.003	0.035	0.006	0.023	0.009	0.0	0.015	0.002	0.535	0.0	0.0	0.015	0.0	0.161	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090311934	0.076	0.051	0.068	0.091	0.085	0.067	0.08	0.015	0.072	0.105	0.034	0.077	0.06	0.372	0.055	0.077	0.107	0.041	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC05D8C0EF5	0.004	0.0	0.008	0.005	0.001	0.002	0.0	0.004	0.006	0.0	0.01	0.0	0.005	0.0	0.025	0.0	0.0	0.033	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.071	0.095	0.308	0.056	0.051	0.233	0.065	0.072	0.056	0.097	0.029	0.116	0.185	0.172	0.207	0.142	0.138	0.06	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.112	0.204	0.088	0.155	0.136	0.176	0.101	0.075	0.114	0.164	0.219	0.055	0.24	0.063	0.104	0.151	0.048	0.143	0.128	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BA1D5E00	0.014	0.027	0.044	0.031	0.044	0.033	0.055	0.008	0.006	0.094	0.014	0.03	0.041	0.048	0.027	0.032	0.017	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0147A8A42	0.914	1.333	1.423	0.774	1.297	0.837	0.482	0.204	0.394	0.701	0.2	0.689	1.384	1.047	1.013	0.096	0.801	1.103	0.166	0.915	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC02131C05A	0.022	0.028	0.028	0.035	0.019	0.017	0.023	0.008	0.032	0.028	0.028	0.038	0.178	0.0	0.159	0.0	0.0	0.142	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0BF16A11C	0.001	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.004	0.005	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06B4C6DD5	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC07E0348EF	0.002	0.006	0.0	0.001	0.007	0.001	0.0	0.0	0.0	0.005	0.0	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC05CE52A12	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F7E26271	0.032	0.088	0.033	0.181	0.118	0.046	0.246	0.041	0.207	0.267	1.917	0.162	0.117	0.098	0.053	0.019	0.045	0.923	0.131	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0CF621D48	0.474	0.238	0.228	0.064	0.354	0.143	0.092	0.066	0.102	0.343	0.068	0.131	0.317	0.201	0.381	0.388	0.314	0.174	0.0	0.312	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A8902C85	0.66	1.293	0.187	0.569	0.885	0.155	0.867	0.189	0.571	0.778	2.142	0.357	1.628	0.41	0.742	0.073	0.48	1.97	0.437	0.59	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0A0532ADC	0.404	0.724	0.492	0.267	0.48	0.546	0.307	1.514	0.196	0.472	0.274	0.33	0.928	0.619	0.784	0.275	0.209	1.324	0.17	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0CFF5E19D	0.478	0.399	0.584	0.612	0.528	0.676	0.666	1.191	0.636	0.698	1.687	0.615	0.386	0.333	0.413	0.276	0.476	1.411	0.598	0.383	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0DF641DAA	0.478	0.304	0.202	0.374	0.252	0.133	0.647	0.467	0.408	0.439	1.526	0.204	0.766	0.076	0.501	0.026	0.399	0.685	0.576	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC0681D30FE	0.492	0.427	0.363	0.32	0.475	0.343	0.399	0.105	0.602	0.578	2.167	0.447	0.814	0.302	1.055	0.377	0.451	0.978	0.411	0.69	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC02017BE74	0.309	0.569	0.315	0.169	0.32	0.346	0.19	1.023	0.159	0.317	0.157	0.233	0.687	0.514	0.596	0.584	0.115	1.008	0.0	0.371	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0861656EC	0.378	0.712	0.306	0.307	0.421	0.168	0.335	0.098	0.18	0.543	0.411	0.233	0.952	0.065	0.318	0.187	0.4	0.388	0.478	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC04085F9F9	0.006	0.041	0.012	0.003	0.01	0.003	0.012	0.004	0.007	0.01	0.027	0.005	0.018	0.014	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0A54B5323	0.01	0.037	0.012	0.006	0.017	0.002	0.018	0.005	0.012	0.013	0.025	0.018	0.033	0.0	0.017	0.0	0.019	0.323	0.0	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECFACED2	0.011	0.018	0.0	0.007	0.008	0.004	0.004	0.003	0.0	0.011	0.074	0.004	0.038	0.019	0.004	0.0	0.0	0.0	0.0	0.285	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0CA323AE3	0.002	0.01	0.0	0.005	0.005	0.012	0.003	0.002	0.0	0.008	0.003	0.015	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0CBC30AB7	0.311	0.145	0.031	0.056	0.288	0.031	0.096	0.015	0.066	0.117	0.234	0.092	0.26	0.077	0.139	0.0	0.171	0.062	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0092846B0	0.11	0.108	0.061	0.108	0.138	0.085	0.164	0.066	0.202	0.241	0.672	0.154	0.168	0.0	0.074	0.055	0.073	0.399	0.131	0.258	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC08AF9CA91	0.01	0.0	0.007	0.0	0.005	0.005	0.009	0.006	0.004	0.011	0.039	0.012	0.013	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC07E958BDE	0.002	0.0	0.0	0.002	0.003	0.002	0.0	0.002	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC08CC68F11	0.003	0.008	0.004	0.006	0.041	0.007	0.015	0.005	0.049	0.023	0.014	0.033	0.003	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0CE433AB8	0.091	0.442	0.21	0.266	0.204	0.278	0.455	0.149	0.645	0.487	1.294	0.547	0.285	0.065	0.089	0.611	0.017	0.277	0.131	0.628	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC03BFF1D95	0.009	0.0	0.011	0.003	0.003	0.003	0.002	0.358	0.0	0.006	0.01	0.0	0.002	0.083	0.006	0.0	0.0	0.036	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC03ADD2063	0.1	0.229	0.331	0.318	0.174	0.392	0.478	1.164	0.453	0.684	1.021	0.299	0.25	0.564	0.13	0.87	0.048	0.366	0.158	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0082A7233	0.015	0.0	0.016	0.009	0.016	0.019	0.009	0.005	0.021	0.005	0.012	0.021	0.009	0.0	0.014	0.0	0.0	0.05	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0674C647E	0.001	0.0	0.0	0.002	0.0	0.004	0.003	0.002	0.012	0.0	0.005	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC03D71E025	0.003	0.0	0.0	0.003	0.004	0.002	0.005	0.002	0.006	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.038	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0DF986F22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC060984F83	0.028	0.0	0.046	0.141	0.022	0.01	0.042	0.018	0.021	0.079	0.141	0.05	0.007	0.0	0.081	0.0	0.0	0.041	0.128	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0014D5A6E	0.013	0.008	0.008	0.01	0.008	0.001	0.006	0.004	0.01	0.013	0.072	0.0	0.018	0.021	0.01	0.0	0.02	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0B066E03C	0.037	0.378	0.131	0.211	0.153	0.257	0.409	0.07	0.547	0.403	1.324	0.324	0.162	0.161	0.064	0.401	0.047	0.112	0.455	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0B4BD965C	0.009	0.0	0.005	0.002	0.0	0.004	0.003	0.003	0.01	0.01	0.011	0.0	0.007	0.0	0.018	0.019	0.017	0.03	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0247E9ADB	0.007	0.009	0.029	0.006	0.005	0.005	0.004	0.002	0.011	0.016	0.021	0.0	0.012	0.0	0.005	0.0	0.0	0.0	0.133	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0035F0B0F	0.003	0.0	0.085	0.001	0.001	0.003	0.035	0.006	0.023	0.009	0.0	0.015	0.002	0.535	0.0	0.0	0.015	0.0	0.161	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC06ACCFA52	0.076	0.051	0.068	0.091	0.085	0.067	0.08	0.015	0.072	0.105	0.034	0.077	0.06	0.372	0.055	0.077	0.107	0.041	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC069F9E62C	0.004	0.0	0.008	0.005	0.001	0.002	0.0	0.004	0.006	0.0	0.01	0.0	0.005	0.0	0.025	0.0	0.0	0.033	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0D2BDC009	0.071	0.095	0.308	0.056	0.051	0.233	0.065	0.072	0.056	0.097	0.029	0.116	0.185	0.172	0.207	0.142	0.138	0.06	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC05F111D21	0.112	0.204	0.088	0.155	0.136	0.176	0.101	0.075	0.114	0.164	0.219	0.055	0.24	0.063	0.104	0.151	0.048	0.143	0.128	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BCD683D4	0.014	0.027	0.044	0.031	0.044	0.033	0.055	0.008	0.006	0.094	0.014	0.03	0.041	0.048	0.027	0.032	0.017	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC041215790	0.914	1.333	1.423	0.774	1.297	0.837	0.482	0.204	0.394	0.701	0.2	0.689	1.384	1.047	1.013	0.096	0.801	1.103	0.166	0.915	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC05B2AA866	0.022	0.028	0.028	0.035	0.019	0.017	0.023	0.008	0.032	0.028	0.028	0.038	0.178	0.0	0.159	0.0	0.0	0.142	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC051B1E9C4	0.001	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.004	0.005	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0247375A7	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0B808E56A	0.002	0.006	0.0	0.001	0.007	0.001	0.0	0.0	0.0	0.005	0.0	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.032	0.088	0.033	0.181	0.118	0.046	0.246	0.041	0.207	0.267	1.917	0.162	0.117	0.098	0.053	0.019	0.045	0.923	0.131	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.474	0.238	0.228	0.064	0.354	0.143	0.092	0.066	0.102	0.343	0.068	0.131	0.317	0.201	0.381	0.388	0.314	0.174	0.0	0.312	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	0.66	1.293	0.187	0.569	0.885	0.155	0.867	0.189	0.571	0.778	2.142	0.357	1.628	0.41	0.742	0.073	0.48	1.97	0.437	0.59	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.404	0.724	0.492	0.267	0.48	0.546	0.307	1.514	0.196	0.472	0.274	0.33	0.928	0.619	0.784	0.275	0.209	1.324	0.17	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.478	0.304	0.202	0.374	0.252	0.133	0.647	0.467	0.408	0.439	1.526	0.204	0.766	0.076	0.501	0.026	0.399	0.685	0.576	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.492	0.427	0.363	0.32	0.475	0.343	0.399	0.105	0.602	0.578	2.167	0.447	0.814	0.302	1.055	0.377	0.451	0.978	0.411	0.69	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.309	0.569	0.315	0.169	0.32	0.346	0.19	1.023	0.159	0.317	0.157	0.233	0.687	0.514	0.596	0.584	0.115	1.008	0.0	0.371	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06E5E0C83	0.378	0.712	0.306	0.307	0.421	0.168	0.335	0.098	0.18	0.543	0.411	0.233	0.952	0.065	0.318	0.187	0.4	0.388	0.478	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.006	0.041	0.012	0.003	0.01	0.003	0.012	0.004	0.007	0.01	0.027	0.005	0.018	0.014	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.01	0.037	0.012	0.006	0.017	0.002	0.018	0.005	0.012	0.013	0.025	0.018	0.033	0.0	0.017	0.0	0.019	0.323	0.0	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.011	0.018	0.0	0.007	0.008	0.004	0.004	0.003	0.0	0.011	0.074	0.004	0.038	0.019	0.004	0.0	0.0	0.0	0.0	0.285	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.002	0.01	0.0	0.005	0.005	0.012	0.003	0.002	0.0	0.008	0.003	0.015	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.311	0.145	0.031	0.056	0.288	0.031	0.096	0.015	0.066	0.117	0.234	0.092	0.26	0.077	0.139	0.0	0.171	0.062	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.11	0.108	0.061	0.108	0.138	0.085	0.164	0.066	0.202	0.241	0.672	0.154	0.168	0.0	0.074	0.055	0.073	0.399	0.131	0.258	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.01	0.0	0.007	0.0	0.005	0.005	0.009	0.006	0.004	0.011	0.039	0.012	0.013	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.002	0.0	0.0	0.002	0.003	0.002	0.0	0.002	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	0.003	0.008	0.004	0.006	0.041	0.007	0.015	0.005	0.049	0.023	0.014	0.033	0.003	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.091	0.442	0.21	0.266	0.204	0.278	0.455	0.149	0.645	0.487	1.294	0.547	0.285	0.065	0.089	0.611	0.017	0.277	0.131	0.628	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.009	0.0	0.011	0.003	0.003	0.003	0.002	0.358	0.0	0.006	0.01	0.0	0.002	0.083	0.006	0.0	0.0	0.036	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.1	0.229	0.331	0.318	0.174	0.392	0.478	1.164	0.453	0.684	1.021	0.299	0.25	0.564	0.13	0.87	0.048	0.366	0.158	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.015	0.0	0.016	0.009	0.016	0.019	0.009	0.005	0.021	0.005	0.012	0.021	0.009	0.0	0.014	0.0	0.0	0.05	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.001	0.0	0.0	0.002	0.0	0.004	0.003	0.002	0.012	0.0	0.005	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.003	0.0	0.0	0.003	0.004	0.002	0.005	0.002	0.006	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.038	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC01115AAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.028	0.0	0.046	0.141	0.022	0.01	0.042	0.018	0.021	0.079	0.141	0.05	0.007	0.0	0.081	0.0	0.0	0.041	0.128	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.013	0.008	0.008	0.01	0.008	0.001	0.006	0.004	0.01	0.013	0.072	0.0	0.018	0.021	0.01	0.0	0.02	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.037	0.378	0.131	0.211	0.153	0.257	0.409	0.07	0.547	0.403	1.324	0.324	0.162	0.161	0.064	0.401	0.047	0.112	0.455	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.009	0.0	0.005	0.002	0.0	0.004	0.003	0.003	0.01	0.01	0.011	0.0	0.007	0.0	0.018	0.019	0.017	0.03	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.007	0.009	0.029	0.006	0.005	0.005	0.004	0.002	0.011	0.016	0.021	0.0	0.012	0.0	0.005	0.0	0.0	0.0	0.133	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.003	0.0	0.085	0.001	0.001	0.003	0.035	0.006	0.023	0.009	0.0	0.015	0.002	0.535	0.0	0.0	0.015	0.0	0.161	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.076	0.051	0.068	0.091	0.085	0.067	0.08	0.015	0.072	0.105	0.034	0.077	0.06	0.372	0.055	0.077	0.107	0.041	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.004	0.0	0.008	0.005	0.001	0.002	0.0	0.004	0.006	0.0	0.01	0.0	0.005	0.0	0.025	0.0	0.0	0.033	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.071	0.095	0.308	0.056	0.051	0.233	0.065	0.072	0.056	0.097	0.029	0.116	0.185	0.172	0.207	0.142	0.138	0.06	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.112	0.204	0.088	0.155	0.136	0.176	0.101	0.075	0.114	0.164	0.219	0.055	0.24	0.063	0.104	0.151	0.048	0.143	0.128	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.014	0.027	0.044	0.031	0.044	0.033	0.055	0.008	0.006	0.094	0.014	0.03	0.041	0.048	0.027	0.032	0.017	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.914	1.333	1.423	0.774	1.297	0.837	0.482	0.204	0.394	0.701	0.2	0.689	1.384	1.047	1.013	0.096	0.801	1.103	0.166	0.915	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.022	0.028	0.028	0.035	0.019	0.017	0.023	0.008	0.032	0.028	0.028	0.038	0.178	0.0	0.159	0.0	0.0	0.142	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00BE2EEE3	0.001	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.004	0.005	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.001	0.0	0.011	0.005	0.001	0.004	0.0	0.041	0.0	0.012	0.005	0.007	0.002	0.0	0.002	0.0	0.016	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC05D87F723	0.002	0.006	0.0	0.001	0.007	0.001	0.0	0.0	0.0	0.005	0.0	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0606C6896	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.032	0.088	0.033	0.181	0.118	0.046	0.246	0.041	0.207	0.267	1.917	0.162	0.117	0.098	0.053	0.019	0.045	0.923	0.131	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC036D78A43	0.474	0.238	0.228	0.064	0.354	0.143	0.092	0.066	0.102	0.343	0.068	0.131	0.317	0.201	0.381	0.388	0.314	0.174	0.0	0.312	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	0.66	1.293	0.187	0.569	0.885	0.155	0.867	0.189	0.571	0.778	2.142	0.357	1.628	0.41	0.742	0.073	0.48	1.97	0.437	0.59	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.404	0.724	0.492	0.267	0.48	0.546	0.307	1.514	0.196	0.472	0.274	0.33	0.928	0.619	0.784	0.275	0.209	1.324	0.17	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.478	0.399	0.584	0.612	0.528	0.676	0.666	1.191	0.636	0.698	1.687	0.615	0.386	0.333	0.413	0.276	0.476	1.411	0.598	0.383	0.0
